Samples,Jn Estimate,Jn Error Rate,Kn Estimate,Kn Error Rate
867,0.998743,0.00125707,3.01198,-0.0119812
868,0.998744,0.00125563,3.01197,-0.0119674
869,0.998746,0.00125418,3.01195,-0.0119537
870,0.998747,0.00125274,3.01194,-0.0119399
871,0.998749,0.0012513,3.01193,-0.0119262
872,0.99875,0.00124987,3.01191,-0.0119125
873,0.998752,0.00124843,3.0119,-0.0118989
874,0.998753,0.00124701,3.01189,-0.0118853
875,0.998754,0.00124558,3.01187,-0.0118717
876,0.998756,0.00124416,3.01186,-0.0118581
877,0.998757,0.00124274,3.01184,-0.0118446
878,0.998759,0.00124133,3.01183,-0.0118311
879,0.99876,0.00123991,3.01182,-0.0118177
880,0.998761,0.0012385,3.0118,-0.0118042
881,0.998763,0.0012371,3.01179,-0.0117908
882,0.998764,0.0012357,3.01178,-0.0117775
883,0.998766,0.0012343,3.01176,-0.0117641
884,0.998767,0.0012329,3.01175,-0.0117508
885,0.998768,0.00123151,3.01174,-0.0117376
886,0.99877,0.00123012,3.01172,-0.0117243
887,0.998771,0.00122873,3.01171,-0.0117111
888,0.998773,0.00122735,3.0117,-0.0116979
889,0.998774,0.00122597,3.01168,-0.0116847
890,0.998775,0.00122459,3.01167,-0.0116716
891,0.998777,0.00122321,3.01166,-0.0116585
892,0.998778,0.00122184,3.01165,-0.0116454
893,0.99878,0.00122047,3.01163,-0.0116324
894,0.998781,0.00121911,3.01162,-0.0116194
895,0.998782,0.00121775,3.01161,-0.0116064
896,0.998784,0.00121639,3.01159,-0.0115935
897,0.998785,0.00121503,3.01158,-0.0115805
898,0.998786,0.00121368,3.01157,-0.0115676
899,0.998788,0.00121233,3.01155,-0.0115548
900,0.998789,0.00121098,3.01154,-0.0115419
901,0.99879,0.00120964,3.01153,-0.0115291
902,0.998792,0.0012083,3.01152,-0.0115163
903,0.998793,0.00120696,3.0115,-0.0115036
904,0.998794,0.00120562,3.01149,-0.0114909
905,0.998796,0.00120429,3.01148,-0.0114782
906,0.998797,0.00120296,3.01147,-0.0114655
907,0.998798,0.00120164,3.01145,-0.0114528
908,0.9988,0.00120031,3.01144,-0.0114402
909,0.998801,0.00119899,3.01143,-0.0114276
910,0.998802,0.00119767,3.01142,-0.0114151
911,0.998804,0.00119636,3.0114,-0.0114026
912,0.998805,0.00119505,3.01139,-0.0113901
913,0.998806,0.00119374,3.01138,-0.0113776
914,0.998808,0.00119243,3.01137,-0.0113651
915,0.998809,0.00119113,3.01135,-0.0113527
916,0.99881,0.00118983,3.01134,-0.0113403
917,0.998811,0.00118853,3.01133,-0.011328
918,0.998813,0.00118724,3.01132,-0.0113156
919,0.998814,0.00118595,3.0113,-0.0113033
920,0.998815,0.00118466,3.01129,-0.011291
921,0.998817,0.00118337,3.01128,-0.0112788
922,0.998818,0.00118209,3.01127,-0.0112665
923,0.998819,0.00118081,3.01125,-0.0112543
924,0.99882,0.00117953,3.01124,-0.0112421
925,0.998822,0.00117825,3.01123,-0.01123
926,0.998823,0.00117698,3.01122,-0.0112179
927,0.998824,0.00117571,3.01121,-0.0112058
928,0.998826,0.00117444,3.01119,-0.0111937
929,0.998827,0.00117318,3.01118,-0.0111816
930,0.998828,0.00117192,3.01117,-0.0111696
931,0.998829,0.00117066,3.01116,-0.0111576
932,0.998831,0.0011694,3.01115,-0.0111456
933,0.998832,0.00116815,3.01113,-0.0111337
934,0.998833,0.0011669,3.01112,-0.0111218
935,0.998834,0.00116565,3.01111,-0.0111099
936,0.998836,0.00116441,3.0111,-0.011098
937,0.998837,0.00116316,3.01109,-0.0110862
938,0.998838,0.00116192,3.01107,-0.0110743
939,0.998839,0.00116069,3.01106,-0.0110625
940,0.998841,0.00115945,3.01105,-0.0110508
941,0.998842,0.00115822,3.01104,-0.011039
942,0.998843,0.00115699,3.01103,-0.0110273
943,0.998844,0.00115576,3.01102,-0.0110156
944,0.998845,0.00115454,3.011,-0.011004
945,0.998847,0.00115332,3.01099,-0.0109923
946,0.998848,0.0011521,3.01098,-0.0109807
947,0.998849,0.00115088,3.01097,-0.0109691
948,0.99885,0.00114967,3.01096,-0.0109575
949,0.998852,0.00114845,3.01095,-0.010946
950,0.998853,0.00114725,3.01093,-0.0109345
951,0.998854,0.00114604,3.01092,-0.010923
952,0.998855,0.00114484,3.01091,-0.0109115
953,0.998856,0.00114363,3.0109,-0.0109
954,0.998858,0.00114244,3.01089,-0.0108886
955,0.998859,0.00114124,3.01088,-0.0108772
956,0.99886,0.00114005,3.01087,-0.0108658
957,0.998861,0.00113885,3.01085,-0.0108545
958,0.998862,0.00113767,3.01084,-0.0108431
959,0.998864,0.00113648,3.01083,-0.0108318
960,0.998865,0.0011353,3.01082,-0.0108206
961,0.998866,0.00113411,3.01081,-0.0108093
962,0.998867,0.00113294,3.0108,-0.0107981
963,0.998868,0.00113176,3.01079,-0.0107868
964,0.998869,0.00113058,3.01078,-0.0107757
965,0.998871,0.00112941,3.01076,-0.0107645
966,0.998872,0.00112824,3.01075,-0.0107533
967,0.998873,0.00112708,3.01074,-0.0107422
968,0.998874,0.00112591,3.01073,-0.0107311
969,0.998875,0.00112475,3.01072,-0.0107201
970,0.998876,0.00112359,3.01071,-0.010709
971,0.998878,0.00112243,3.0107,-0.010698
972,0.998879,0.00112128,3.01069,-0.010687
973,0.99888,0.00112013,3.01068,-0.010676
974,0.998881,0.00111898,3.01067,-0.010665
975,0.998882,0.00111783,3.01065,-0.0106541
976,0.998883,0.00111668,3.01064,-0.0106432
977,0.998884,0.00111554,3.01063,-0.0106323
978,0.998886,0.0011144,3.01062,-0.0106214
979,0.998887,0.00111326,3.01061,-0.0106106
980,0.998888,0.00111213,3.0106,-0.0105997
981,0.998889,0.00111099,3.01059,-0.0105889
982,0.99889,0.00110986,3.01058,-0.0105781
983,0.998891,0.00110873,3.01057,-0.0105674
984,0.998892,0.00110761,3.01056,-0.0105566
985,0.998894,0.00110648,3.01055,-0.0105459
986,0.998895,0.00110536,3.01054,-0.0105352
987,0.998896,0.00110424,3.01052,-0.0105246
988,0.998897,0.00110312,3.01051,-0.0105139
989,0.998898,0.00110201,3.0105,-0.0105033
990,0.998899,0.00110089,3.01049,-0.0104927
991,0.9989,0.00109978,3.01048,-0.0104821
992,0.998901,0.00109867,3.01047,-0.0104715
993,0.998902,0.00109757,3.01046,-0.010461
994,0.998904,0.00109646,3.01045,-0.0104504
995,0.998905,0.00109536,3.01044,-0.0104399
996,0.998906,0.00109426,3.01043,-0.0104295
997,0.998907,0.00109316,3.01042,-0.010419
998,0.998908,0.00109207,3.01041,-0.0104086
999,0.998909,0.00109097,3.0104,-0.0103981
