years:,0.08333333,0.16666666,0.24999999,0.33333332,0.41666665,0.49999998,0.58333331,0.66666664,0.74999997,0.8333333,0.91666663,0.99999996,1.08333329,1.16666662,1.24999995,1.33333328,1.41666661,1.49999994,1.58333327,1.6666666,1.74999993,1.83333326,1.91666659,1.99999992,2.08333325,2.16666658,2.24999991,2.33333324,2.41666657,2.4999999,2.58333323,2.66666656,2.74999989,2.83333322,2.91666655,2.99999988,3.08333321,3.16666654,3.24999987,3.3333332,3.41666653,3.49999986,3.58333319,3.66666652,3.74999985,3.83333318,3.91666651,3.99999984,4.08333317,4.1666665,4.24999983,4.33333316,4.41666649,4.49999982,4.58333315,4.66666648,4.74999981,4.83333314,4.91666647,4.9999998,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25
10-May-00,5.885165022,6.000655008,6.072096508,6.122464712,6.163719023,6.198368499,6.226347714,6.246624087,6.25920083,6.264332734,6.262514709,6.254548224,6.241254706,6.223455581,6.201972277,6.17762622,6.151238837,6.123629514,6.095395355,6.066714431,6.037718392,6.008538885,5.979307561,5.950156068,5.921215964,5.892593644,5.864336159,5.836481723,5.809055334,5.782063586,5.755511709,5.729404935,5.703748495,5.67854762,5.65380754,5.629533487,5.605730687,5.582400402,5.559532611,5.537115318,5.51513738,5.493588823,5.472459746,5.451736874,5.431398984,5.411423708,5.391788676,5.372471521,5.353449866,5.334700078,5.316195821,5.297910409,5.279817154,5.26188937,5.244100379,5.22642453,5.208838032,5.19131729,5.173838707,5.156379879,5.051246555,4.94366395,4.832691188,4.718667868,4.602826635,4.486673935,4.371840233,4.259702479,4.151066003,4.046581851,3.94649292,3.850931072,3.760231141,3.674973807,3.59588168,3.523882799,3.460126658,3.40531949,3.359633679,3.323211329,3.29619455,3.278564288,3.269476354,3.26782319,3.272499362,3.28256974,3.29738617,3.316328081,3.338774902,3.364106063,3.391700992,3.42093912,3.451275104,3.482524108,3.514609165,3.547453324,3.580979636,3.615111152,3.649770922,3.684881996
11-May-00,5.899755633,6.026479762,6.119144124,6.194823318,6.258285215,6.308256354,6.344930458,6.369492092,6.383573709,6.388851333,6.38665844,6.377927389,6.363567728,6.344489007,6.321600775,6.295812581,6.268033974,6.239171163,6.209857741,6.18025699,6.150485584,6.120660199,6.09089751,6.061314193,6.032026782,6.003126473,5.974649952,5.946626524,5.919073612,5.891993473,5.865387378,5.839256598,5.813602404,5.788426066,5.763728856,5.739512043,5.715776891,5.692521265,5.669734231,5.647403457,5.62551679,5.60406231,5.583028092,5.562398896,5.542152347,5.522265145,5.502713992,5.483475588,5.464526623,5.445842504,5.427396115,5.409160044,5.391106882,5.373209218,5.355439659,5.337772019,5.320182114,5.302645952,5.285139538,5.267640251,5.161999302,5.053458898,4.941113244,4.825358515,4.707488532,4.589065521,4.471767521,4.357011286,4.24563716,4.138326925,4.035333549,3.936791432,3.843016013,3.75453275,3.671985532,3.596199403,3.528192005,3.468599742,3.417606493,3.37537106,3.342052244,3.317659488,3.301450095,3.292445136,3.28966744,3.292274,3.299644561,3.311179868,3.326280669,3.344347708,3.364781734,3.386983491,3.410425471,3.434918352,3.460372373,3.486697785,3.513804841,3.541603791,3.570004888,3.598918382
12-May-00,5.923781244,6.03517843,6.126886022,6.208212676,6.278765511,6.335164336,6.376596118,6.403693294,6.418688756,6.42396876,6.421204963,6.411422669,6.395623895,6.374810657,6.349984972,6.322148857,6.292304328,6.261444557,6.23020053,6.198721844,6.167124803,6.13552571,6.10404087,6.072786587,6.041878746,6.011403681,5.981399154,5.951897711,5.922916195,5.89445597,5.866517746,5.839102232,5.812210137,5.78584217,5.759999042,5.73468146,5.7098901,5.685621311,5.661862944,5.638601884,5.615825559,5.593521921,5.571678885,5.550279989,5.529301587,5.508719362,5.488508999,5.468646183,5.449106571,5.429864431,5.410891928,5.392161058,5.373643813,5.355312188,5.337138216,5.319095371,5.301158968,5.283304443,5.265507231,5.247744688,5.141100013,5.032526087,4.921113898,4.807229474,4.69210848,4.577245511,4.464228246,4.35435652,4.248329588,4.146681414,4.049498243,3.956750251,3.868593522,3.785421933,3.707767173,3.636372965,3.572200541,3.515851282,3.467515966,3.427364159,3.395565426,3.372139559,3.356388591,3.347399802,3.344262413,3.346192722,3.352608884,3.362946998,3.376643166,3.393133488,3.411854065,3.432240998,3.45380132,3.476360329,3.499832548,3.524132503,3.54917472,3.574873727,3.60114405,3.627900215
15-May-00,5.948598409,6.042309217,6.127741617,6.203802002,6.269396764,6.323432295,6.364824773,6.393396439,6.410596608,6.418025754,6.416973505,6.408471554,6.393543787,6.373214089,6.348506346,6.320444445,6.290052271,6.258342635,6.22595292,6.193062502,6.159822959,6.12638587,6.092902814,6.059525371,6.026404417,5.993651787,5.961320541,5.929457825,5.898090346,5.867226328,5.836873329,5.807038906,5.777730617,5.748956018,5.720722668,5.693038124,5.665909875,5.639338976,5.613314936,5.587826135,5.562862367,5.538414689,5.514474106,5.491026245,5.468048638,5.445518147,5.423411635,5.401705964,5.380377957,5.359402704,5.338752897,5.318401057,5.298319702,5.278481351,5.258858563,5.239425153,5.220156404,5.201027684,5.182014358,5.163093865,5.050710867,4.93842241,4.825202142,4.71125221,4.597584925,4.485438969,4.376127985,4.270688624,4.169591517,4.073157732,3.981318423,3.89391643,3.811020691,3.732977782,3.660290972,3.593690352,3.534135534,3.482224063,3.438145869,3.402070328,3.374166811,3.354448576,3.34219296,3.336460661,3.33631466,3.340960571,3.349827264,3.362363072,3.378016326,3.396235359,3.416468502,3.438164087,3.460843115,3.484347328,3.50860693,3.533552128,3.559113129,3.58522014,3.611803369,3.638793022
16-May-00,5.90761307,6.023281407,6.121379917,6.209710269,6.287654897,6.350332776,6.396165717,6.425842473,6.442038278,6.447550939,6.444221194,6.433161503,6.415466075,6.392229119,6.364544844,6.33350746,6.300211176,6.265735016,6.230725595,6.195345154,6.159730316,6.124017701,6.088343931,6.052845628,6.017658611,5.982882836,5.948568765,5.914762023,5.881487793,5.848754287,5.816569209,5.784940258,5.753875137,5.723381546,5.693467186,5.66413976,5.635406879,5.607269905,5.579719922,5.552747132,5.526342908,5.500499584,5.475209388,5.450458525,5.426224885,5.402485752,5.379218408,5.356400137,5.334008172,5.312017884,5.290402287,5.269134244,5.248186619,5.227532274,5.207144118,5.186996225,5.167063921,5.147322597,5.127747642,5.108316657,4.993934882,4.881418588,4.769563939,4.658291615,4.548243339,4.440266115,4.335285968,4.234002383,4.136653971,4.043373053,3.954052526,3.868608882,3.787256249,3.710417361,3.638637396,3.572674757,3.513500039,3.461725605,3.41756729,3.381221409,3.352884272,3.332594462,3.31965918,3.313173791,3.312235898,3.316076654,3.324133218,3.335860349,3.350712806,3.368145348,3.387612735,3.408569727,3.430543524,3.453375847,3.47699376,3.501324328,3.526294616,3.551831691,3.577862616,3.604314457
17-May-00,5.897945016,5.989739352,6.07933108,6.166530463,6.24569243,6.311209449,6.36138249,6.396683612,6.419382478,6.431840575,6.435647176,6.431852956,6.421497606,6.405620821,6.385262295,6.36146172,6.33525879,6.307675638,6.279309129,6.250318625,6.22084348,6.191023049,6.160996687,6.130903749,6.100882534,6.071032602,6.041404472,6.012044324,5.982980889,5.954229616,5.925805624,5.897724029,5.86999995,5.842648503,5.815684807,5.789123979,5.762981011,5.73726398,5.711970547,5.68709759,5.66264308,5.638605809,5.614984411,5.591770848,5.568948635,5.546500747,5.524410158,5.502659843,5.481232714,5.460109795,5.439269919,5.418691794,5.398354127,5.378235629,5.358315564,5.338574869,5.318994788,5.299556566,5.280241449,5.261032429,5.147362378,5.034906722,4.922770418,4.811014375,4.700321075,4.591546009,4.48561088,4.383209683,4.284577408,4.189839706,4.098865349,4.011535253,3.928002838,3.848622291,3.773867383,3.704434618,3.641241238,3.584895049,3.535664482,3.493801663,3.459558717,3.433042828,3.413700077,3.400788158,3.393566131,3.391371589,3.393661496,3.399902815,3.409562507,3.422107535,3.437004861,3.453721446,3.471791484,3.491036329,3.511353983,3.532642453,3.554799743,3.577723858,3.601312804,3.625464585
18-May-00,5.825780965,5.930804347,6.026592417,6.113311713,6.187228288,6.246833075,6.293181011,6.327283828,6.350786204,6.365373267,6.372254427,6.372335165,6.366516029,6.355697569,6.340780332,6.322664867,6.302251723,6.280423381,6.257686288,6.234191596,6.210076536,6.185478343,6.160534249,6.135381487,6.110155974,6.084953331,6.059822369,6.034808127,6.009940869,5.985240546,5.960726899,5.936419671,5.912338604,5.888503439,5.864933918,5.841649784,5.818670609,5.796008391,5.773664675,5.751640284,5.729936554,5.708555174,5.687497603,5.666757991,5.646321996,5.626174798,5.606301579,5.586687519,5.567317711,5.548174928,5.529239477,5.51049154,5.491911302,5.473478949,5.455175256,5.436982602,5.418883639,5.400861016,5.382897389,5.364977215,5.25778593,5.149817957,5.040361153,4.929628864,4.818423917,4.707702163,4.598472942,4.491524071,4.387205448,4.285769028,4.187252029,4.091731536,3.999590704,3.911407094,3.827867002,3.749846347,3.678401352,3.614214106,3.557566723,3.508722565,3.467944994,3.435347085,3.410367607,3.392256287,3.380264164,3.37371474,3.372040056,3.374681064,3.381078713,3.390673956,3.402907742,3.417221022,3.433124125,3.450418877,3.46898365,3.48869682,3.509436759,3.531081841,3.553510439,3.576600929
19-May-00,5.836887702,5.899762436,5.970335251,6.048405523,6.125023867,6.192027754,6.245632958,6.285718133,6.314308891,6.333432575,6.344402248,6.348182185,6.345734297,6.338020498,6.326002699,6.310642815,6.292902756,6.273711621,6.2535436,6.232540301,6.210835735,6.188563909,6.165858835,6.142854522,6.119682784,6.096433477,6.073158757,6.04990759,6.02671211,6.003595454,5.980580671,5.957690813,5.93494893,5.912378072,5.890001291,5.867841636,5.84592182,5.824255739,5.802847898,5.781702296,5.7608225,5.740211845,5.71987323,5.699801201,5.679982799,5.660404796,5.641053967,5.621917084,5.602980738,5.584228451,5.565641218,5.547199956,5.528885584,5.510679026,5.49256201,5.47451792,5.456530347,5.438582881,5.420659129,5.402744837,5.294912194,5.185234251,5.073080832,4.958723741,4.843027108,4.727039186,4.611906771,4.498576282,4.387596053,4.279422441,4.174300474,4.072523854,3.974689643,3.881556138,3.793963776,3.712890854,3.639432992,3.574252436,3.517572133,3.469595927,3.430527663,3.400403228,3.378541137,3.364068412,3.356114205,3.353912197,3.356845933,3.36431053,3.375701101,3.390412764,3.407840632,3.427379821,3.448506127,3.471018064,3.49479483,3.519715618,3.545659626,3.572506047,3.600134079,3.628422916
22-May-00,5.829566489,5.896112848,5.958487145,6.022918088,6.085965933,6.142167029,6.188084456,6.223687665,6.249894781,6.267623691,6.277759476,6.281172609,6.278733494,6.271312534,6.259780135,6.2450067,6.227862634,6.209184762,6.18939827,6.168652313,6.14709095,6.124858243,6.102098249,6.07895503,6.055569794,6.032036335,6.008409344,5.984740378,5.961064975,5.937410848,5.913805658,5.890277063,5.866852724,5.8435603,5.820427453,5.797481841,5.774750685,5.752251444,5.729992031,5.70797988,5.686221831,5.664724433,5.643493686,5.622526484,5.60181221,5.581340024,5.561099085,5.541078552,5.52126733,5.501650606,5.482210756,5.462930084,5.443790898,5.424775509,5.405866946,5.387049588,5.368307966,5.349626609,5.33099007,5.312385104,5.200912451,5.088561483,4.974811351,4.859998765,4.744989391,4.630787096,4.518451136,4.408813721,4.302276447,4.199140985,4.099478088,4.003402794,3.911331908,3.823869151,3.741719358,3.665765825,3.597047924,3.536205099,3.483475218,3.439079131,3.403237687,3.376008295,3.356761632,3.344688044,3.338979739,3.338917221,3.343905756,3.353360043,3.36669478,3.383324667,3.402664402,3.424128684,3.447210362,3.471709801,3.497502998,3.524465948,3.552474645,3.581405085,3.611133264,3.641535176
